监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率    (μS/cm),浊度(NTU)
2018-12-22 18:00,5.5,8.16,9.60,455.0,15.3
2018-12-22 19:00,5.5,8.16,9.63,452.6,15.5
2018-12-22 20:00,5.5,8.17,9.61,451.8,16.2
2018-12-22 21:00,5.5,8.16,9.61,450.3,18.0
2018-12-22 22:00,5.6,8.17,9.58,448.8,15.6
2018-12-22 23:00,5.6,8.16,9.57,448.8,15.7
2018-12-23 00:00,5.6,8.18,9.54,448.3,14.6
2018-12-23 01:00,5.6,8.15,9.55,448.7,15.0
2018-12-23 02:00,5.6,8.17,9.59,449.3,14.7
2018-12-23 03:00,5.6,8.16,9.62,449.2,14.7
2018-12-23 04:00,5.6,8.17,9.64,449.6,15.2
2018-12-23 05:00,5.6,8.16,9.61,449.9,15.3
2018-12-23 06:00,5.6,8.17,9.61,449.1,14.1
2018-12-23 07:00,5.6,8.16,9.63,449.6,13.9
2018-12-23 08:00,5.5,8.17,9.62,450.0,15.7
2018-12-23 09:00,5.4,8.16,9.59,450.1,14.6
2018-12-23 10:00,5.5,8.17,9.61,448.1,14.9
2018-12-23 11:00,5.6,8.16,9.65,447.3,14.7
2018-12-23 12:00,5.7,8.16,9.74,445.7,14.7
2018-12-23 13:00,5.9,8.15,9.74,444.8,14.6
2018-12-23 14:00,5.9,8.16,9.74,443.9,16.3
2018-12-23 15:00,6.0,8.14,9.74,443.5,14.4
2018-12-23 16:00,5.9,8.14,9.73,443.7,15.3
2018-12-23 17:00,5.9,8.13,9.69,443.6,18.1
2018-12-23 18:00,5.8,8.14,9.65,441.8,17.2
2018-12-23 19:00,5.7,8.13,9.64,441.5,17.9
2018-12-23 20:00,5.7,8.15,9.62,441.3,18.6
2018-12-23 21:00,5.7,8.13,9.54,441.5,20.5
2018-12-23 22:00,5.7,8.14,9.56,442.2,20.0
2018-12-23 23:00,5.7,8.14,9.58,442.4,20.9
2018-12-24 00:00,5.7,8.15,9.64,443.0,18.9
2018-12-24 01:00,5.7,8.14,9.55,443.9,19.6
2018-12-24 02:00,5.6,8.15,9.57,444.4,18.0
2018-12-24 03:00,5.6,8.14,9.59,446.4,17.9
2018-12-24 04:00,5.6,8.15,9.61,447.4,16.4
2018-12-24 05:00,5.5,8.14,9.60,448.4,17.6
2018-12-24 06:00,5.5,8.16,9.65,449.3,18.1
2018-12-24 07:00,5.5,8.15,9.62,449.9,28.1
2018-12-24 08:00,5.4,8.16,9.71,450.8,15.5
2018-12-24 09:00,5.5,8.15,9.69,449.5,16.6
2018-12-24 10:00,5.5,8.17,9.73,450.0,14.6
2018-12-24 11:00,5.6,8.16,9.78,450.6,22.3
2018-12-24 12:00,5.6,8.16,9.80,452.4,16.4
2018-12-24 13:00,5.6,8.14,9.74,452.8,38.3
2018-12-24 14:00,5.5,7.99,9.68,454.5,15.3
2018-12-24 15:00,5.5,8.05,9.65,455.3,15.0
2018-12-24 16:00,5.5,8.10,9.63,455.5,15.2
2018-12-24 17:00,5.5,8.09,9.59,454.8,14.2
2018-12-24 18:00,5.4,8.13,9.60,453.9,14.5
2018-12-24 19:00,5.4,8.13,9.60,453.9,13.6
2018-12-24 20:00,5.4,8.15,9.63,452.4,14.6
2018-12-24 21:00,5.4,8.14,9.61,451.8,14.8
2018-12-24 22:00,5.4,8.14,9.67,450.6,13.5
2018-12-24 23:00,5.4,8.13,9.74,451.3,14.2
2018-12-25 00:00,5.4,8.16,9.70,452.5,37.8
2018-12-25 01:00,5.4,8.14,9.72,454.6,14.3
2018-12-25 02:00,5.3,8.16,9.71,457.3,13.1
2018-12-25 03:00,5.3,8.15,9.70,457.2,13.7
2018-12-25 04:00,5.3,8.16,9.68,458.4,13.7
2018-12-25 05:00,5.3,8.15,9.63,457.7,13.8
2018-12-25 06:00,5.2,8.17,9.58,458.0,31.5
2018-12-25 07:00,5.2,8.16,9.57,458.5,14.3
2018-12-25 08:00,5.2,8.18,9.60,456.4,14.3
2018-12-25 09:00,5.3,8.17,9.61,452.6,15.8
2018-12-25 10:00,5.4,8.19,9.65,451.3,14.6
2018-12-25 11:00,5.4,8.17,9.67,449.5,14.9
2018-12-25 12:00,5.6,8.18,9.70,448.1,14.5
2018-12-25 13:00,5.6,8.16,9.68,447.4,18.5
2018-12-25 14:00,5.7,8.16,9.68,448.4,13.6
2018-12-25 15:00,5.7,8.15,9.69,448.2,15.2
2018-12-25 16:00,5.7,8.16,9.74,448.8,14.8
2018-12-25 17:00,5.6,8.14,9.66,448.0,17.1
2018-12-25 18:00,5.5,8.16,9.61,448.0,14.3
2018-12-25 19:00,5.5,8.15,9.59,448.8,17.8
2018-12-25 20:00,5.4,8.16,9.58,449.2,19.3
2018-12-25 21:00,5.4,8.15,9.61,448.6,34.9
2018-12-25 22:00,5.5,8.16,9.61,447.3,26.1
2018-12-25 23:00,5.5,8.15,9.60,447.2,20.9
2018-12-26 00:00,5.4,8.16,9.68,448.2,19.2
2018-12-26 01:00,5.4,8.15,9.62,448.6,18.3
2018-12-26 02:00,5.4,8.16,9.60,448.9,15.8
2018-12-26 03:00,5.4,8.15,9.59,448.8,15.7
2018-12-26 04:00,5.4,8.16,9.62,450.9,15.3
2018-12-26 05:00,5.4,8.15,9.59,450.8,14.7
2018-12-26 06:00,5.4,8.15,9.56,451.9,14.7
2018-12-26 07:00,5.3,8.14,9.57,453.3,13.7
2018-12-26 08:00,5.3,8.16,9.62,453.8,13.8
2018-12-26 09:00,5.3,8.16,9.64,453.6,29.4
2018-12-26 10:00,5.4,8.18,9.68,452.2,14.2
2018-12-26 11:00,5.5,8.17,9.70,450.9,13.8
2018-12-26 12:00,5.6,8.18,9.72,450.4,14.1
2018-12-26 13:00,5.6,8.15,9.71,450.7,19.8
2018-12-26 14:00,5.6,8.16,9.70,452.4,15.0
2018-12-26 15:00,5.6,8.14,9.69,452.9,15.6
2018-12-26 16:00,5.5,8.15,9.67,453.1,16.1
2018-12-26 17:00,5.5,8.14,9.61,452.5,16.8
2018-12-26 18:00,5.5,8.15,9.60,452.8,13.6
2018-12-26 19:00,5.4,8.14,9.59,453.4,15.3
2018-12-26 20:00,5.3,8.16,9.59,453.7,13.3
2018-12-26 21:00,5.3,8.15,9.57,453.1,13.9
2018-12-26 22:00,5.4,8.16,9.56,451.1,14.2
2018-12-26 23:00,5.4,8.16,9.55,450.4,13.9
2018-12-27 00:00,5.4,8.18,9.53,448.9,13.9
2018-12-27 01:00,5.4,8.15,9.56,449.6,14.0
2018-12-27 02:00,5.3,8.17,9.60,450.3,34.4
2018-12-27 03:00,5.4,8.16,9.61,450.2,13.4
2018-12-27 04:00,5.3,8.17,9.61,451.6,13.4
2018-12-27 05:00,5.3,8.17,9.58,452.2,14.1
2018-12-27 06:00,5.2,8.18,9.66,453.4,14.0
2018-12-27 07:00,5.3,8.17,9.59,454.2,13.2
2018-12-27 08:00,5.3,8.18,9.63,454.8,13.8
2018-12-27 09:00,5.3,8.17,9.64,455.5,13.6
2018-12-27 10:00,5.2,8.18,9.71,457.3,13.5
2018-12-27 11:00,5.2,8.18,9.71,456.8,14.2
2018-12-27 12:00,5.2,8.18,9.70,455.6,15.6
2018-12-27 13:00,5.3,8.17,9.63,451.6,15.4
2018-12-27 14:00,5.2,8.18,9.69,450.0,16.5
2018-12-27 15:00,5.2,8.17,9.61,449.6,17.0
2018-12-27 16:00,5.2,8.18,9.67,450.2,16.0
2018-12-27 17:00,5.1,8.17,9.64,450.0,16.0
2018-12-27 18:00,5.0,8.18,9.70,450.0,17.0
2018-12-27 19:00,5.0,8.17,9.71,449.9,18.9
2018-12-27 20:00,4.9,8.18,9.77,450.2,17.6
2018-12-27 21:00,4.9,8.17,9.76,450.0,17.1
2018-12-27 22:00,4.8,8.18,9.77,450.8,48.2
2018-12-27 23:00,4.8,8.18,9.72,451.4,16.1
2018-12-28 16:00,5.9,8.08,9.79,446.8,13.4
2018-12-28 17:00,6.1,8.06,9.74,446.3,15.7
2018-12-28 18:00,5.9,8.11,9.69,448.5,14.1
2018-12-28 19:00,6.0,8.12,9.71,451.5,15.6
2018-12-28 20:00,5.6,8.14,9.76,456.2,17.8
2018-12-28 21:00,5.8,8.14,9.76,458.2,17.0
2018-12-28 22:00,5.6,8.16,9.74,457.6,14.6
2018-12-28 23:00,5.9,8.15,9.77,454.6,34.3
2018-12-29 00:00,5.8,8.16,9.77,453.2,15.0
2018-12-29 01:00,6.0,8.15,9.72,451.0,35.4
2018-12-29 02:00,5.9,8.16,9.72,452.1,13.6
2018-12-29 03:00,6.0,8.15,9.73,452.3,15.3
2018-12-29 04:00,5.8,8.17,9.76,452.6,14.9
2018-12-29 05:00,6.0,8.16,9.69,452.5,14.9
2018-12-29 06:00,5.8,8.17,9.69,453.2,14.1
2018-12-29 07:00,6.0,8.15,9.69,453.2,14.1
2018-12-29 08:00,5.8,8.17,9.73,454.8,13.1
2018-12-29 09:00,6.0,8.16,9.70,454.3,14.1
2018-12-29 10:00,5.8,8.17,9.72,454.8,13.3
2018-12-29 11:00,6.0,8.15,9.76,453.8,15.5
2018-12-29 12:00,5.9,8.18,9.87,454.1,31.0
2018-12-29 13:00,6.2,8.17,9.80,451.1,15.1
2018-12-29 14:00,5.9,8.17,9.77,452.5,14.3
2018-12-29 15:00,6.1,8.13,9.74,452.7,14.9
2018-12-29 16:00,5.9,8.16,9.74,454.0,14.2
2018-12-29 17:00,6.0,8.14,9.73,453.4,14.9
2018-12-29 18:00,5.8,8.15,9.65,453.5,14.1
2018-12-29 19:00,6.0,8.11,9.70,451.7,15.0
2018-12-29 20:00,5.8,8.15,9.68,452.0,35.7
2018-12-29 21:00,6.1,8.14,9.63,451.5,15.6
2018-12-29 22:00,5.9,8.16,9.65,452.8,13.7
2018-12-29 23:00,6.1,8.12,9.67,452.0,15.2
2018-12-30 00:00,7.5,8.13,9.76,452.6,17.1
2018-12-30 01:00,7.3,8.13,9.72,453.0,14.2
2018-12-30 02:00,7.0,8.14,9.69,454.4,13.5
2018-12-30 03:00,7.2,8.11,9.70,454.1,16.1
2018-12-30 04:00,6.9,8.14,9.71,455.1,14.2
2018-12-30 05:00,7.2,8.14,9.67,455.4,14.5
2018-12-30 06:00,7.0,8.14,9.66,455.7,12.8
2018-12-30 07:00,7.1,8.11,9.69,456.6,14.2
2018-12-30 08:00,6.9,8.15,9.71,453.3,16.0
2018-12-30 09:00,7.3,8.14,9.71,451.7,16.6
2018-12-30 10:00,7.2,8.15,9.69,447.9,16.1
2018-12-30 11:00,7.2,8.12,9.77,446.5,18.2
2018-12-30 12:00,7.1,8.15,9.77,446.0,15.7
2018-12-30 13:00,8.2,8.07,9.40,462.4,11.8
2018-12-30 14:00,7.3,8.14,9.77,447.3,14.6
2018-12-30 15:00,7.4,8.12,9.79,447.4,17.4
2018-12-30 16:00,7.1,8.13,9.79,448.6,16.4
2018-12-30 17:00,7.4,8.12,9.76,448.7,15.9
2018-12-30 18:00,7.1,8.13,9.78,448.7,17.3
2018-12-30 19:00,7.2,8.11,9.80,449.1,16.5
2018-12-30 20:00,6.9,8.15,9.81,449.7,14.7
2018-12-30 21:00,7.2,8.13,9.76,451.0,15.8
2018-12-30 22:00,7.0,8.14,9.76,453.3,35.6
2018-12-30 23:00,7.0,8.11,9.79,455.0,15.2
2018-12-31 00:00,5.6,8.16,9.76,458.5,13.5
2018-12-31 01:00,5.8,8.15,9.77,459.3,16.3
2018-12-31 02:00,5.6,8.17,9.74,459.2,13.3
2018-12-31 03:00,5.8,8.13,9.77,457.3,14.7
2018-12-31 04:00,5.7,8.17,9.77,455.5,13.2
2018-12-31 05:00,5.9,8.16,9.71,455.5,14.5
2018-12-31 06:00,5.7,8.17,9.66,453.9,12.8
2018-12-31 07:00,5.9,8.14,9.68,452.0,14.5
2018-12-31 08:00,5.8,8.17,9.71,451.6,46.8
2018-12-31 09:00,6.0,8.17,9.65,451.6,14.0
2018-12-31 10:00,5.9,8.18,9.73,450.3,13.6
2018-12-31 11:00,6.1,8.15,9.71,450.3,14.5
2018-12-31 12:00,5.9,8.18,9.77,451.3,12.9
2018-12-31 13:00,6.2,8.18,9.79,449.3,13.3
2018-12-31 14:00,6.0,8.18,9.80,449.6,12.6
2018-12-31 15:00,6.3,8.14,9.80,449.7,20.0
2018-12-31 16:00,6.0,8.18,9.84,450.9,21.6
2018-12-31 17:00,6.1,8.17,9.77,450.8,13.7
2018-12-31 18:00,5.7,8.18,9.72,453.4,13.5
2018-12-31 19:00,5.8,8.14,9.74,454.3,14.2
2018-12-31 20:00,5.6,8.18,9.76,453.6,14.7
2018-12-31 21:00,5.7,8.17,9.72,452.8,15.2
2018-12-31 22:00,5.6,8.18,9.72,452.1,13.6
2018-12-31 23:00,5.8,8.14,9.79,452.1,16.1
2019-01-01 00:00,5.7,8.18,9.80,452.7,13.6
2019-01-01 01:00,5.9,8.17,9.74,452.6,13.8
2019-01-01 02:00,5.7,8.18,9.75,453.0,13.6
2019-01-01 03:00,5.9,8.15,9.77,453.5,18.0
2019-01-01 04:00,5.7,8.18,9.78,453.7,27.0
2019-01-01 05:00,5.9,8.17,9.74,452.7,13.3
2019-01-01 06:00,5.7,8.18,9.75,454.0,12.8
2019-01-01 07:00,5.8,8.15,9.80,454.1,18.8
2019-01-01 08:00,5.6,8.19,9.79,454.8,12.4
2019-01-01 09:00,5.8,8.18,9.76,453.2,15.4
2019-01-01 10:00,5.7,8.20,9.83,451.5,13.1
2019-01-01 11:00,6.0,8.16,9.82,451.2,15.9
2019-01-01 12:00,5.8,8.19,9.91,450.8,13.3
2019-01-01 13:00,6.0,8.18,9.88,450.1,13.3
2019-01-01 14:00,5.9,8.18,9.88,452.1,12.7
2019-01-01 15:00,6.0,8.15,9.89,451.8,16.3
2019-01-01 16:00,5.8,8.17,9.88,452.4,13.1
2019-01-01 17:00,6.0,8.17,9.81,452.9,14.2
2019-01-01 18:00,5.7,8.18,9.83,453.8,14.0
2019-01-01 19:00,5.8,8.14,9.79,453.0,13.8
2019-01-01 20:00,5.6,8.17,9.78,454.0,12.6
2019-01-01 21:00,8.4,7.95,9.14,463.6,28.7
2019-01-01 22:00,5.6,8.17,9.73,452.2,13.9
2019-01-01 23:00,5.8,8.14,9.80,452.0,13.6
2019-01-02 00:00,7.4,8.15,9.86,450.1,13.9
2019-01-02 01:00,7.1,8.14,9.87,451.2,14.7
2019-01-02 02:00,6.8,8.15,9.86,452.2,13.1
2019-01-02 03:00,6.9,8.12,9.86,452.6,12.8
2019-01-02 04:00,6.6,8.15,9.92,453.7,13.0
2019-01-02 05:00,6.9,8.15,9.88,455.0,14.6
2019-01-02 06:00,6.7,8.15,9.88,456.1,12.9
2019-01-02 07:00,6.8,8.12,9.94,456.7,14.5
2019-01-02 08:00,6.6,8.16,9.94,457.8,14.0
2019-01-02 09:00,6.8,8.15,9.94,457.9,14.4
2019-01-02 10:00,6.7,8.16,9.90,457.7,18.7
2019-01-02 11:00,6.9,8.13,9.95,458.4,12.9
2019-01-02 12:00,6.7,8.18,9.98,458.3,13.7
2019-01-02 13:00,7.1,8.17,10.01,457.9,13.2
2019-01-02 14:00,9.0,7.92,10.00,459.2,13.2
2019-01-02 15:00,9.2,8.00,10.04,459.8,14.9
2019-01-02 16:00,8.9,8.07,10.03,458.9,13.8
2019-01-02 17:00,9.2,8.10,10.05,458.6,13.3
2019-01-02 18:00,9.0,8.13,9.95,456.5,13.5
2019-01-02 19:00,9.0,8.10,9.92,456.3,14.5
2019-01-02 20:00,8.5,8.14,9.88,457.8,12.8
2019-01-02 21:00,8.8,8.14,9.81,458.5,14.0
2019-01-02 22:00,8.6,8.15,9.77,459.2,12.7
2019-01-02 23:00,8.7,8.13,9.78,458.2,14.4
2019-01-03 00:00,7.4,8.17,9.77,457.1,12.5
2019-01-03 01:00,7.6,8.17,9.68,455.1,13.0
2019-01-03 02:00,7.6,8.18,9.67,455.2,13.1
2019-01-03 03:00,7.6,8.15,9.72,454.9,13.0
2019-01-03 04:00,7.4,8.18,9.74,456.8,12.4
2019-01-03 05:00,7.7,8.18,9.74,457.2,12.8
2019-01-03 06:00,7.5,8.19,9.73,459.2,12.8
2019-01-03 07:00,7.5,8.16,9.78,460.0,12.3
2019-01-03 08:00,7.3,8.19,9.85,460.6,12.0
2019-01-03 09:00,7.6,8.19,9.79,460.2,13.0
2019-01-03 10:00,7.6,8.19,9.83,460.3,12.8
2019-01-03 11:00,7.7,8.16,9.94,460.2,12.4
2019-01-03 12:00,7.6,8.20,9.99,458.0,12.0
2019-01-03 13:00,7.9,8.19,10.01,456.8,14.1
2019-01-03 14:00,7.8,8.20,10.00,457.3,13.1
2019-01-03 15:00,7.9,8.16,10.01,456.2,13.5
2019-01-03 16:00,7.7,8.20,10.02,456.2,12.8
2019-01-03 17:00,7.9,8.19,9.94,455.8,15.9
2019-01-03 18:00,7.6,8.19,9.92,457.3,13.0
2019-01-03 19:00,7.7,8.15,9.87,457.0,13.0
2019-01-03 20:00,7.3,8.18,9.90,456.5,12.6
2019-01-03 21:00,7.6,8.18,9.78,453.7,14.3
2019-01-03 22:00,7.6,8.19,9.75,452.3,12.9
2019-01-03 23:00,7.6,8.16,9.83,451.6,14.9
2019-01-04 00:00,9.1,8.16,9.88,450.9,12.9
2019-01-04 01:00,9.0,8.16,9.86,450.7,14.0
2019-01-04 02:00,8.8,8.16,9.82,451.8,17.0
2019-01-04 03:00,8.8,8.13,9.86,451.8,14.1
2019-01-04 04:00,8.6,8.16,9.83,453.2,12.5
2019-01-04 05:00,8.9,8.16,9.81,453.8,15.3
2019-01-04 06:00,8.8,8.16,9.75,453.6,12.6
2019-01-04 07:00,8.9,8.14,9.78,454.1,13.4
2019-01-04 08:00,8.5,8.17,9.84,454.2,12.6
2019-01-04 09:00,10.7,7.92,9.16,462.7,10.9
2019-01-04 10:00,8.8,8.18,9.87,454.3,12.4
2019-01-04 11:00,9.0,8.15,9.96,453.7,13.5
2019-01-04 12:00,8.8,8.18,10.05,453.2,15.6
2019-01-04 13:00,9.3,8.16,10.04,453.1,13.9
2019-01-04 14:00,9.1,8.17,10.02,452.6,12.3
2019-01-04 15:00,9.2,8.13,10.09,452.9,13.9
2019-01-04 16:00,8.8,8.17,10.10,453.7,16.7
2019-01-04 17:00,9.1,8.15,10.05,453.5,15.6
2019-01-04 18:00,8.8,8.17,9.98,454.7,12.1
2019-01-04 19:00,8.7,8.14,10.03,455.8,15.6
2019-01-04 20:00,8.4,8.18,9.93,455.4,17.2
2019-01-04 21:00,8.8,8.17,9.86,455.1,14.8
2019-01-04 22:00,8.6,8.17,9.78,454.1,12.6
2019-01-04 23:00,8.7,8.14,9.81,452.9,15.5
2019-01-05 00:00,7.3,8.18,9.77,454.4,12.7
2019-01-05 01:00,7.6,8.18,9.75,454.4,14.9
2019-01-05 02:00,7.4,8.19,9.76,455.5,12.2
2019-01-05 03:00,7.5,8.17,9.76,456.4,13.1
2019-01-05 04:00,7.3,8.19,9.79,456.7,28.7
2019-01-05 05:00,7.5,8.19,9.75,457.4,13.2
2019-01-05 06:00,7.4,8.20,9.76,457.6,12.3
2019-01-05 07:00,7.4,8.17,9.80,458.4,13.4
2019-01-05 08:00,7.2,8.20,9.89,457.9,12.6
2019-01-05 09:00,7.4,8.19,9.84,457.9,12.2
2019-01-05 10:00,7.4,8.20,9.91,458.6,12.4
2019-01-05 11:00,7.5,8.18,9.93,457.8,12.3
2019-01-05 12:00,7.4,8.20,10.02,457.9,13.1
2019-01-05 13:00,7.8,8.20,10.04,457.1,13.9
2019-01-05 14:00,7.8,8.20,10.05,457.3,12.1
2019-01-05 15:00,7.9,8.16,10.13,457.2,12.6
2019-01-05 16:00,7.7,8.18,10.17,457.8,14.4
2019-01-05 17:00,7.9,8.17,10.13,457.6,12.7
2019-01-05 18:00,9.4,8.13,9.62,460.8,12.9
2019-01-05 19:00,7.5,8.15,10.03,458.6,13.0
2019-01-05 20:00,7.2,8.18,9.98,459.8,15.9
2019-01-05 21:00,7.4,8.18,9.87,459.0,12.9
2019-01-05 22:00,7.3,8.19,9.75,457.2,13.8
2019-01-05 23:00,7.5,8.16,9.70,453.7,16.0
2019-01-06 00:00,9.0,8.16,9.74,449.5,14.9
2019-01-06 01:00,8.8,8.16,9.76,448.9,13.3
2019-01-06 02:00,8.7,8.16,9.73,448.6,12.9
2019-01-06 03:00,8.7,8.14,9.78,449.5,17.3
2019-01-06 04:00,8.5,8.17,9.82,451.1,14.3
2019-01-06 05:00,8.8,8.16,9.82,452.6,15.5
2019-01-06 06:00,8.7,8.17,9.81,455.6,14.7
2019-01-06 07:00,8.7,8.14,9.88,457.6,14.0
2019-01-06 08:00,8.3,8.18,9.93,459.1,14.4
2019-01-06 09:00,8.7,8.18,9.92,459.6,12.8
2019-01-06 10:00,8.5,8.19,9.95,461.2,15.1
2019-01-06 11:00,8.6,8.18,10.04,459.9,15.6
2019-01-06 12:00,8.5,8.21,10.06,459.8,16.0
2019-01-06 13:00,8.9,8.19,10.10,456.0,33.9
2019-01-06 14:00,8.8,8.18,9.97,455.3,14.0
2019-01-06 15:00,8.8,8.16,10.05,455.6,38.3
2019-01-06 16:00,8.5,8.18,10.01,455.6,36.0
2019-01-06 17:00,8.9,8.17,9.96,455.9,14.9
2019-01-06 18:00,8.6,8.17,9.90,456.3,17.4
2019-01-06 19:00,8.7,8.14,9.88,456.0,14.2
2019-01-06 20:00,8.3,8.17,9.87,456.0,17.9
2019-01-06 21:00,8.8,8.16,9.79,453.0,15.2
2019-01-06 22:00,8.6,8.17,9.71,450.2,16.0
2019-01-06 23:00,8.7,8.14,9.75,449.2,14.2
2019-01-07 00:00,7.2,8.19,9.75,450.2,14.0
2019-01-07 01:00,7.5,8.19,9.76,449.2,17.1
2019-01-07 02:00,7.4,8.20,9.82,449.8,14.6
2019-01-07 03:00,7.5,8.18,9.83,449.4,12.9
2019-01-07 04:00,7.2,8.20,9.88,451.4,16.0
2019-01-07 05:00,7.5,8.20,9.89,451.5,12.6
2019-01-07 06:00,7.4,8.20,9.85,452.4,13.1
2019-01-07 07:00,7.4,8.18,9.88,453.4,12.8
2019-01-07 08:00,7.2,8.21,9.93,454.5,13.7
2019-01-07 09:00,7.5,8.20,9.88,454.3,14.1
2019-01-07 10:00,7.3,8.21,9.92,455.5,14.8
2019-01-07 11:00,7.5,8.19,9.97,456.5,14.2
2019-01-07 12:00,7.3,8.22,10.04,458.4,13.2
2019-01-07 13:00,7.6,8.21,10.06,457.8,15.4
2019-01-07 14:00,7.6,8.22,10.07,457.9,13.4
2019-01-07 15:00,7.7,7.95,10.11,456.8,13.9
2019-01-07 16:00,7.4,8.11,10.12,454.9,15.0
2019-01-07 17:00,7.6,8.14,10.06,454.9,13.5
2019-01-07 18:00,7.4,8.18,9.94,454.8,13.1
2019-01-07 19:00,7.5,8.16,9.96,455.4,14.9
2019-01-07 20:00,7.1,8.20,9.94,457.5,12.7
2019-01-07 21:00,7.3,8.20,9.86,456.9,15.0
2019-01-07 22:00,7.2,8.21,9.84,453.9,12.6
2019-01-07 23:00,7.2,8.19,9.89,452.2,13.9
2019-01-08 00:00,8.9,8.18,9.94,449.6,18.2
2019-01-08 01:00,8.7,8.18,9.95,450.0,17.1
2019-01-08 02:00,8.5,8.19,9.92,449.9,14.5
2019-01-08 03:00,8.5,8.16,9.98,450.2,15.0
2019-01-08 04:00,8.2,8.19,9.99,451.2,14.1
2019-01-08 05:00,8.6,8.18,9.98,451.5,13.3
2019-01-08 06:00,8.5,8.18,9.93,452.2,13.2
2019-01-08 07:00,8.5,8.16,9.97,453.0,13.4
2019-01-08 08:00,8.2,8.19,9.95,454.1,13.5
2019-01-08 09:00,8.5,8.18,9.94,453.3,13.7
2019-01-08 10:00,8.5,8.19,9.89,454.9,12.7
2019-01-08 11:00,8.6,8.16,9.94,454.5,12.9
2019-01-08 12:00,8.4,8.19,10.00,455.7,15.3
2019-01-08 13:00,8.9,8.18,10.03,455.8,14.8
2019-01-08 14:00,8.8,8.18,10.09,456.9,13.7
2019-01-08 15:00,8.9,8.16,10.19,456.8,15.8
2019-01-08 16:00,8.6,8.18,10.24,457.8,18.4
2019-01-08 17:00,8.9,8.17,10.21,455.8,13.2
2019-01-08 18:00,8.8,8.18,10.15,455.9,13.5
2019-01-08 19:00,8.7,8.15,10.10,455.5,13.0
2019-01-08 20:00,8.3,8.18,10.01,456.8,17.4
2019-01-08 21:00,8.6,8.17,9.91,455.8,13.9
2019-01-08 22:00,8.9,8.19,9.70,0.7,21.3
2019-01-08 23:00,8.5,8.14,9.84,453.3,15.4
2019-01-09 00:00,7.2,8.18,9.84,452.8,13.0
2019-01-09 01:00,7.3,8.19,9.82,452.2,13.1
2019-01-09 02:00,7.3,8.20,9.82,452.5,12.8
2019-01-09 03:00,7.3,8.17,9.83,452.9,13.0
2019-01-09 04:00,7.2,8.20,9.82,453.4,12.8
2019-01-09 05:00,7.3,8.19,9.80,454.1,14.0
2019-01-09 06:00,7.2,8.20,9.78,456.3,12.8
2019-01-09 07:00,7.2,8.18,9.83,458.0,13.6
2019-01-09 08:00,7.1,8.21,9.91,459.7,14.0
2019-01-09 09:00,7.2,8.21,9.96,460.5,12.8
2019-01-09 10:00,7.2,8.21,10.00,460.7,12.7
2019-01-09 11:00,7.2,8.20,10.04,460.4,13.4
2019-01-09 12:00,7.2,8.21,10.07,460.0,13.2
2019-01-09 13:00,7.4,8.21,10.02,458.1,13.0
2019-01-09 14:00,7.4,8.20,9.97,456.2,15.2
2019-01-09 15:00,7.4,8.18,9.95,455.5,12.6
2019-01-09 16:00,7.2,8.20,10.00,456.8,12.4
2019-01-09 17:00,7.4,8.18,9.97,457.0,13.9
2019-01-09 18:00,7.3,8.19,9.90,457.2,12.5
2019-01-09 19:00,7.2,8.17,9.92,457.4,13.2
2019-01-09 20:00,7.1,8.20,9.88,455.4,12.6
2019-01-09 21:00,7.2,8.20,9.80,453.7,12.6
2019-01-09 22:00,7.2,8.20,9.77,453.1,12.8
2019-01-09 23:00,7.2,8.18,9.77,452.7,13.2
2019-01-10 00:00,8.9,8.18,9.80,450.3,15.4
2019-01-10 01:00,8.6,8.17,9.81,450.1,12.6
2019-01-10 02:00,8.4,8.18,9.77,450.4,12.8
2019-01-10 03:00,8.5,8.15,9.79,450.7,12.9
2019-01-10 04:00,8.2,8.18,9.83,451.4,13.7
2019-01-10 05:00,8.7,8.18,9.82,451.0,14.2
2019-01-10 06:00,8.6,8.18,9.82,451.7,12.2
2019-01-10 07:00,8.6,8.15,9.89,452.4,12.2
2019-01-10 08:00,9.6,8.16,9.52,459.2,11.8
2019-01-10 09:00,9.7,8.08,9.48,459.2,11.6
2019-01-10 10:00,8.6,8.19,9.95,455.5,12.8
2019-01-10 11:00,8.6,8.16,10.05,456.6,13.7
2019-01-10 12:00,8.3,8.21,10.10,457.0,13.4
2019-01-10 13:00,8.7,8.21,10.17,456.9,13.4
2019-01-10 14:00,8.7,8.21,10.16,455.9,12.9
2019-01-10 15:00,8.8,8.19,10.19,455.2,13.1
2019-01-10 16:00,8.5,8.22,10.21,455.4,15.0
2019-01-10 17:00,8.8,8.21,10.18,454.7,14.5
2019-01-10 18:00,8.5,8.21,10.09,454.1,12.5
2019-01-10 19:00,8.4,8.18,10.12,455.0,12.4
2019-01-10 20:00,8.1,8.21,10.06,455.9,12.9
2019-01-10 21:00,8.5,8.20,10.02,455.7,13.0
2019-01-10 22:00,8.3,8.20,9.94,455.5,13.0
2019-01-10 23:00,8.3,8.16,9.98,454.1,13.2
2019-01-11 00:00,6.9,8.21,9.96,455.5,12.2
2019-01-11 01:00,7.0,8.21,9.94,455.0,14.8
2019-01-11 02:00,7.0,8.22,9.92,455.7,12.3
2019-01-11 03:00,7.0,8.21,9.91,456.5,12.6
